question,answer,times_asked
"what school did attend:select an option^42^academy art university^academy interactive entertainment^algonqucollege^arena animation^artfx^asian institute gaming and animation^bellecours école^bigrock^bournemouth university^cdi college^cégep limoilou^cégep de matane^cégep du vieux montréal^dave school^desales university^école nad-uqac^emily carr university art & design^escape studios^esma^film and tv school the academy performing arts^filmakademie^flinders university^full sail university^george brown college^gobelins, l'école de l'image^ianimate^ican paris^icat design & media college^isart digital^langara college^lasalle college vancouver^leeds beckett university^lightbox academy^lisaa^maac^marden senior college^maryland institute college art^massey university^media design school^mopa^nederlandse filmacademie^nfts^nottingham trent university^objective 3d^o'sullivan college^red river college^ringling college art & design^rmit^royal college art^scad^school visual arts^sheridan college^skyup academy^supinfocom rubika^tafe sa^teesside university^the animation workshop^toonz academy^university arts london^university dundee^university hertfordshire^university portsmouth^university south australia^university technology sydney ala^u-tad | university center for technology and digital art^vanarts^vancouver film school^victoria university wellington^vifx - school visual effects^wiztoonz academy media and design^yoobee colleges^self study^other",,4.0
are currently located mexico:select an option^no^yes,,4.0
"avez-vous un baccalauréat en ingénierie (génie civil, mécanique, énergie) ou en architecture:oui / yes^non / no",,4.0
legal address - zip,,4.0
is your current employer a utility-scale developer:select an option^yes^no,,4.0
"conoces y aplicas lo conceptos de clean code, solid y la programación orienta a objetos (poo):select an option^yes^no",,4.0
citizenship/employment status:u.s. citizen^dual citizenship u.s. and another country^permanent resident^non-citizen allowed to work for any employer^non-citizen allowed to work for current employer^non-citizen seeking work authorization^other,,4.0
worked withclinical trials,,4.0
industrial power systems,,4.0
please provide your salary requirements or range.,,4.0
sre,,4.0
the field multidisciplinary engineering project management,,4.0
"experience any the following elastic and clustered deployments. gce, aws, docker, k8s, vmware or kvm:select an option^yes^no",,4.0
weblogic,,4.0
react have,,4.0
parlez-vous anglais et français couramment,,4.0
experience cloud (aws or azure) technologies have,,4.0
"designing, building, and maintaining restful apis",,4.0
"experience languages such as golang, scala, c#, java, or python:select an option^yes^no",,4.0
experience developing saas applications for enterprise-grade customers:select an option^no^yes,,4.0
legal address - state:select an option^alabama^alaska^american samoa^arizona^arkansas^california^colorado^connecticut^delaware^district columbia^federated states micronesia^florida^georgia^guam^hawaii^idaho^illinois^indiana^iowa^kansas^kentucky^louisiana^maine^marshall islands^maryland^massachusetts^michigan^minnesota^mississippi^missouri^montana^nebraska^nevada^new hampshire^new jersey^new mexico^new york^north carolina^north dakota^northern mariana islands^ohio^oklahoma^oregon^languedoc-roussillon^limousin^lorraine^midi-pyrenees^nord-pas-de-calais^pays-de-la-loire^picardie^poitou-charentes^provence-alpes-cote-d'azur^rhone-alpes^ile-de-france^baden-wºrttemberg^bavaria^brandenburg^berlin^bremen^hamburg^hesse^lower saxony^mecklenburg-vorpommern^north rhine-westphalia^rhineland-palatinate^saarland^saxony^saxony-anhalt^schleswig-holstein^thuringia^east midlands^east england^greater london^north east england^north west england^south east england^south west england^west midlands^yorkshire and the humber^sankt gallen^schaffhausen^schwyz^solothurn^thurgau^ticino^uri^wallis^vaud^zug^zurich^kosice^antwerpen^brabant wallon^brussels^flemish region^hainaut^limburg^liege^luxembourg^namur^oost-vlaanderen^vlaams brabant^wallonia^west-vlaanderen^syddanmark^zeeland^ahvenanmaan maakunta^etela-karjala^etela-pohjanmaa^borsod-abauj-zemplen^budapest^bacs-kiskun^bekes^bekescsaba^csongrad^debrecen^dunaujvaros^eger^erd^fejer^gyor^gyor-moson-sopron^hajdu-bihar^heves^hodmezovasarhely^jasz-nagykun-szolnok^kaposvar^kecskemet^komarom-esztergom^miskolc^nagykanizsa^nyiregyhaza^nograd^pest^pecs^salgotarjan^somogy^sopron^szabolcs-szatmar-bereg^szeged^szekszard^szolnok^szombathely^szekesfehervar^west bengal^hadarom^haifa^hamerkaz^hazafon^tel-aviv^yerushalayim^abruzzo^agrigento^alessandria^ancona^aosta^arezzo^ascoli piceno^asti^avellino^bari^barletta-andria-trani^basilicata^belluno^benevento^bergamo^biella^bologna^bolzano^brescia^brindisi^cagliari^calabria^caltanissetta^campania^campobasso^carbonia-iglesias^caserta^catania^catanzaro^napoli^novara^nuoro^ogliastra^olbia-tempio^oristano^padova^palermo^parma^pavia^perugia^pesaro e urbino^pescara^piacenza^piemonte^pisa^pistoia^pordenone^potenza^prato^puglia^ragusa^ravenna^reggio calabria^reggio emilia^rieti^rimini^roma^rovigo^salerno^sardegna^sassari^savona^sicilia^siena^siracusa^sondrio^aruba^bonaire^curacao^drenthe^flevoland^friesland^gelderland^groningen^noord-brabant^noord-holland^overijssel^saba^sint eustatius^sint maarten^utrecht^zealand^zuid-holland^dolnoslaskie^kujawsko-pomorskie^lubelskie^lubuskie^lodzkie^malopolskie^mazowieckie^opolskie^podkarpackie^podlaskie^pomorskie^slaskie^swietokrzyskie^warminsko-mazurskie^wielkopolskie^zachodniopomorskie^aveiro^beja^braga^braganca^castelo branco^coimbra^faro^guarda^leiria^lisboa^portalegre^porto^jonkopings lan^kalmar lan^kronobergs lan^norrbottens lan^skane lan^stockholms lan^sodermanlands lan^uppsala lan^varmlands lan^vasterbottens lan^vasternorrlands lan^vastmanlands lan^vastra gotalands lan^orebro lan^ostergotlands lan^a coruna^albacete^alicante^almeria^andalucia^asturias^asturias principade^badajoz^baleares^barcelona^burgos^canarias^cantabria^castellon^sevilla^soria^tarragona^teruel^toledo^valencia^valenciana comunidad^valladolid^vizcaya^zamora^zaragoza^alava^avila^baker island^howland island^jarvis island^johnston atoll^kingman reef^midway islands^navassa island^palmyra atoll^wake island^puerto rico^virgislands^arges^bacau^bihor^bistrita-nasaud^botosani^brasov^braila^buzau^caras-severin^calarasi^cluj^constanta^covasna^dambovita^dolj^galati^giurgiu^gorj^harghita^hunedoara^ialomita^iasi^ilfov^maramures^mehedinti^mures^neamt^olt^prahova^satu mare^salaj^sibiu^suceava^teleorman^timis^tulcea^vaslui^valcea^vrancea^bucuresti^alba^ain^aisne^allier^alpes-de-haute-provence^alpes-maritimes^ardennes^aube^aude^aveyron^bas-rhin^calvados^cantal^charente^charente-maritime^cher^corse-du-sud^creuse^dordogne^doubs^essonne^eure^eure-et-loir^gard^gers^gironde^guadeloupe^haute-corse^haute-garonne^haute-loire^haute-marne^val-d'oise^var^vaucluse^vienne^vosges^yonne^yvelines^carlow^cavan^clare^cork^donegal^dublin^galway^kerry^kildare^kilkenny^laois^leitrim^limerick^longford^louth^mayo^meath^monaghan^offaly^roscommon^sligo^tipperary^waterford^westmeath^wexford^wicklow^aberdeenshire^angus^blaenau gwent^buckinghamshire^somerset^staffordshire^suffolk^surrey^warwickshire^west lothian^west sussex^wiltshire^worcestershire^armed forces americas^armed forces europe^armed forces pacific^kosovo-metohija^vojvodina^castilla y leon^castilla-la mancha^catalunya^ceuta^ciudad real^cuenca^caceres^cadiz^cordoba^extremadura^galicia^girona^granada^guadalajara^guipuzcoa^huelva^huesca^illes balears^jaen^la rioja^las palmas^leon^lleida^lugo^madrid^madrid comunidad de^melilla^murcia^murcia region de^malaga^navarra^navarra comunidad foral de^ourense^palencia^pais vasco^pontevedra^salamanca^santa cruz de tenerife^segovia^connaught^leinster^munster^ulster^aargau^appenzell ausserrhoden^appenzell innerrhoden^basel-landschaft^basel-stadt^bern^fribourg^geneva^glarus^graubé¬ºnden^jura^luzern^neuché¬¢tel^nidwalden^obwalden^cambridgeshire^clackmannanshire^conwy^cornwall^cumbria^derbyshire^devon^dorset^east lothian^east riding yorkshire^east sussex^essex^fife^gloucestershire^gwynedd^hampshire^herefordshire^hertfordshire^isle wight^kent^lancashire^leicestershire^lincolnshire^manchester^midlothian^moray^norfolk^north east lincolnshire^north lincolnshire^north yorkshire^northamptonshire^northumberland^nottinghamshire^oxfordshire^powys^renfrewshire^rutland^shropshire^australian capital territory^new south wales^northern territory^queensland^south australia^tasmania^victoria^western australia^burgenland^karnten^niederosterreich^oberosterreich^salzburg^steiermark^tirol^vorarlberg^wien^barisal^chittagong^dhaka^khulna^rajshahi^rangpur^sylhet^palau^pennsylvania^rhode island^south carolina^south dakota^tennessee^texas^utah^vermont^virginia^washington^west virginia^wisconsin^wyoming^alberta^british columbia^manitoba^new brunswick^newfoundland and labrador^northwest territories^nova scotia^nunavut^ontario^prince edward island^quebec^saskatchewan^yukon territory^alsace^aquitaine^auvergne^basse-normandie^bourgogne^bretagne^centre^champagne-ardenne^corse^franche-comte^haute-normandie^amazonas^antioquia^arauca^atlantico^bolivar^boyaca^caldas^caqueta^casanare^cauca^cesar^choco^cundinamarca^distrito capital de bogota^guainia^guaviare^huila^la guajira^magdalena^meta^narino^norte de santander^putumayo^quindio^risaralda^san andres - providencia y santa catalina^santander^sucre^tolima^valle del cauca^vaupes^vichada^region hovedstaden^midtjylland^nordjylland^baranya^arad^telangana^scotland^wales^northern ireland^etela-savo^kainuu^kanta-hame^keski-pohjanmaa^keski-suomi^kymenlaakso^lappi^pirkanmaa^pohjanmaa^pohjois-karjala^pohjois-pohjanmaa^pohjois-savo^paijat-hame^satakunta^uusimaa^varsinais-suomi^hautes-alpes^haute-savoie^haute-vienne^haut-rhin^hauts-de-seine^ille-et-vilaine^indre^indre-et-loire^la r©union^landes^loire^loire-atlantique^loiret^loir-et-cher^lot^lot-et-garonne^maine-et-loire^manche^marne^mayenne^mayotte^meurthe-et-moselle^meuse^morbihan^moselle^nord^oise^orne^paris^pas-de-calais^sarthe^savoie^seine-et-marne^seine-maritime^seine-saint-denis^somme^tarn^tarn-et-garonne^territoire de belfort^val-de-marne^tatabanya^tolna^vas^veszprem^veszprem city^zala^zalaegerszeg^andaman and nicobar islands^andhra pradesh^arunachal pradesh^assam^bihar^chandigarh^chhattisgarh^dadra and nagar haveli^daman and diu^delhi^goa^gujarat^haryana^himachal pradesh^jammu and kashmir^jharkhand^karnataka^kerala^lakshadweep^madhya pradesh^maharashtra^manipur^meghalaya^mizoram^nagaland^orissa^pondicherry^punjab^rajasthan^sikkim^tamil nadu^tripura^uttar pradesh^uttarakhand^chieti^como^cosenza^cremona^crotone^cuneo^emilia-romagna^enna^fermo^ferrara^firenze^foggia^forli-cesena^friuli-venezia giulia^frosinone^genova^gorizia^grosseto^imperia^isernia^l'aquila^la spezia^latina^lazio^lecce^lecco^liguria^livorno^lodi^lombardia^lucca^macerata^mantova^marche^massa-carrara^matera^medio campidano^messina^milano^modena^molise^monza e brianza^taranto^teramo^terni^torino^toscana^trapani^trentino-alto adige^trento^treviso^trieste^udine^umbria^valle d'aosta^varese^veneto^venezia^verbano-cusio-ossola^vercelli^verona^vibo valentia^vicenza^viterbo^regiao autonoma da madeira^regiao autonoma dos acores^santarem^setubal^viana castelo^vila real^viseu^evora^blekinge lan^dalarnas lan^gotlands lan^gavleborgs lan^hallands lan^jamtlands lan^not applicable,,4.0
